,query,lab1,lab2,lab3,lab4,lab5,word_count,has_num,char_count,char_per_word,noun_count,verb_count,prep_count,meaning_count,categories,super_categories,sup1,sup2,sup3,sup4,sup_cat_bool,bools,label1,label2,label3,label4,label5,label6,label7
389,john wooden,Entertainment\Celebrities,Sports\Basketball,Information\Other,,,2,False,11,5.5,2,0,0,3,"['Entertainment\\Celebrities', 'Sports\\Basketball', 'Information\\Other']","['Entertainment', 'Information', 'Sports']",Sports, 'Information',['Entertainment',,"[False, True, True, False, False, False, True]","['FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'TRUE']",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
390,jokes funny stories,Entertainment\Games & Toys,Information\Arts & Humanities,,,,3,False,19,6.333333333333332,0,0,0,2,"['Entertainment\\Games & Toys', 'Information\\Arts & Humanities']","['Entertainment', 'Information']",Information,['Entertainment',,,"[False, True, True, False, False, False, False]","['FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
391,journal of the san juans,Information\Local & Regional ,Living\Travel & Vacation,Information\Law & Politics,Information\References & Libraries,,5,False,24,4.8,1,0,1,4,"['Information\\Local & Regional ', 'Living\\Travel & Vacation', 'Information\\Law & Politics', 'Information\\References & Libraries']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
392,JUMANJI,Entertainment\Movies,Living\Book & Magazine,Living\Family & Kids,Information\Arts & Humanities,,1,False,7,7.0,1,0,0,4,"['Entertainment\\Movies', 'Living\\Book & Magazine', 'Living\\Family & Kids', 'Information\\Arts & Humanities']","['Entertainment', 'Information', 'Living']",Living, 'Information',['Entertainment',,"[False, True, True, True, False, False, False]","['FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
393,kate spade handbags,Living\Fashion & Apparel,Information\Companies & Industries,Shopping\Buying Guides & Researching,Shopping\Stores & Products,Information\Arts & Humanities,3,False,19,6.333333333333332,2,0,0,5,"['Living\\Fashion & Apparel', 'Information\\Companies & Industries', 'Shopping\\Buying Guides & Researching', 'Shopping\\Stores & Products', 'Information\\Arts & Humanities']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
394,kathi livornese,Online Community\People Search,Entertainment\Music,Computers\Internet & Intranet,Computers\Other,Information\Other,2,False,15,7.5,0,0,0,5,"['Online Community\\People Search', 'Entertainment\\Music', 'Computers\\Internet & Intranet', 'Computers\\Other', 'Information\\Other']","['Computers', 'Entertainment', 'Information', 'Online']",Online, 'Information', 'Entertainment',['Computers',"[True, True, True, False, True, False, False]","['TRUE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE', 'FALSE']",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
395,keegan connor tracy,Entertainment\Celebrities,Entertainment\Movies,Entertainment\Music,Information\Arts & Humanities,,3,False,19,6.333333333333332,1,0,0,4,"['Entertainment\\Celebrities', 'Entertainment\\Movies', 'Entertainment\\Music', 'Information\\Arts & Humanities']","['Entertainment', 'Information']",Information,['Entertainment',,,"[False, True, True, False, False, False, False]","['FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
396,kellybluebookusedcarvalues,Living\Car & Garage,Shopping\Bargains & Discounts,Information\References & Libraries,Shopping\Buying Guides & Researching,,1,False,26,26.0,0,0,0,4,"['Living\\Car & Garage', 'Shopping\\Bargains & Discounts', 'Information\\References & Libraries', 'Shopping\\Buying Guides & Researching']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
397,Kids Halloween Costume,Living\Fashion & Apparel,Living\Family & Kids,Information\Arts & Humanities,Entertainment\Humor & Fun,Shopping\Stores & Products,3,False,22,7.333333333333332,0,0,0,5,"['Living\\Fashion & Apparel', 'Living\\Family & Kids', 'Information\\Arts & Humanities', 'Entertainment\\Humor & Fun', 'Shopping\\Stores & Products']","['Entertainment', 'Information', 'Living', 'Shopping']",Shopping, 'Living', 'Information',['Entertainment',"[False, True, True, True, False, True, False]","['FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
398,kimbanet,Computers\Internet & Intranet,Computers\Networks & Telecommunication,Information\Companies & Industries,Shopping\Buying Guides & Researching,Shopping\Stores & Products,1,False,8,8.0,1,0,0,5,"['Computers\\Internet & Intranet', 'Computers\\Networks & Telecommunication', 'Information\\Companies & Industries', 'Shopping\\Buying Guides & Researching', 'Shopping\\Stores & Products']","['Computers', 'Information', 'Shopping']",Shopping, 'Information',['Computers',,"[True, False, True, False, False, True, False]","['TRUE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'TRUE', 'FALSE']",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
399,kimber guns,Living\Other,Shopping\Buying Guides & Researching,Shopping\Stores & Products,Information\Companies & Industries,Living\Gifts & Collectables,2,False,11,5.5,0,1,0,5,"['Living\\Other', 'Shopping\\Buying Guides & Researching', 'Shopping\\Stores & Products', 'Information\\Companies & Industries', 'Living\\Gifts & Collectables']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
400,kitchen cabinet handles,Living\Furnishing & Houseware,Living\Tools & Hardware,Shopping\Buying Guides & Researching,Shopping\Stores & Products,,3,False,23,7.666666666666668,2,0,0,4,"['Living\\Furnishing & Houseware', 'Living\\Tools & Hardware', 'Shopping\\Buying Guides & Researching', 'Shopping\\Stores & Products']","['Living', 'Shopping']",Shopping,['Living',,,"[False, False, False, True, False, True, False]","['FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
401,knickerbocker hotel,Living\Travel & Vacation,Shopping\Buying Guides & Researching,Shopping\Other,Information\Companies & Industries,,2,False,19,9.5,2,0,0,4,"['Living\\Travel & Vacation', 'Shopping\\Buying Guides & Researching', 'Shopping\\Other', 'Information\\Companies & Industries']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
402,knoxville real estate,Living\Real Estate,Information\Local & Regional ,Information\Companies & Industries,,,3,False,21,7.0,1,0,0,3,"['Living\\Real Estate', 'Information\\Local & Regional ', 'Information\\Companies & Industries']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
403,korean song lyrics,Entertainment\Music,Information\Arts & Humanities,Information\Local & Regional ,,,3,False,18,6.0,2,0,0,3,"['Entertainment\\Music', 'Information\\Arts & Humanities', 'Information\\Local & Regional ']","['Entertainment', 'Information']",Information,['Entertainment',,,"[False, True, True, False, False, False, False]","['FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
404,korg d1600,Entertainment\Music,Shopping\Buying Guides & Researching,Shopping\Stores & Products,Information\Companies & Industries,,2,True,10,5.0,2,0,0,4,"['Entertainment\\Music', 'Shopping\\Buying Guides & Researching', 'Shopping\\Stores & Products', 'Information\\Companies & Industries']","['Entertainment', 'Information', 'Shopping']",Shopping, 'Information',['Entertainment',,"[False, True, True, False, False, True, False]","['FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'TRUE', 'FALSE']",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
405,la county museum,Information\Arts & Humanities,Information\Education,Entertainment\Other,,,3,False,16,5.333333333333333,1,0,0,3,"['Information\\Arts & Humanities', 'Information\\Education', 'Entertainment\\Other']","['Entertainment', 'Information']",Information,['Entertainment',,,"[False, True, True, False, False, False, False]","['FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
406,lady baltimore cake,Living\Food & Cooking,Information\Other,Information\Arts & Humanities,Living\Book & Magazine,,3,False,19,6.333333333333332,2,0,0,4,"['Living\\Food & Cooking', 'Information\\Other', 'Information\\Arts & Humanities', 'Living\\Book & Magazine']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
407,lah real estate,Living\Real Estate,Information\Local & Regional ,Information\Companies & Industries,,,3,False,15,5.0,1,0,0,3,"['Living\\Real Estate', 'Information\\Local & Regional ', 'Information\\Companies & Industries']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
408,lancia scorpion,Living\Car & Garage,Shopping\Buying Guides & Researching,Shopping\Stores & Products,Information\Companies & Industries,Shopping\Bargains & Discounts,2,False,15,7.5,1,0,0,5,"['Living\\Car & Garage', 'Shopping\\Buying Guides & Researching', 'Shopping\\Stores & Products', 'Information\\Companies & Industries', 'Shopping\\Bargains & Discounts']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
409,langston hughes,Entertainment\Celebrities,Information\Arts & Humanities,Living\Book & Magazine,Information\Law & Politics,,2,False,15,7.5,1,0,0,4,"['Entertainment\\Celebrities', 'Information\\Arts & Humanities', 'Living\\Book & Magazine', 'Information\\Law & Politics']","['Entertainment', 'Information', 'Living']",Living, 'Information',['Entertainment',,"[False, True, True, True, False, False, False]","['FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
410,larkin center,Living\Family & Kids,Information\Education,Information\Local & Regional ,Information\Law & Politics,Information\Companies & Industries,2,False,13,6.5,2,0,0,5,"['Living\\Family & Kids', 'Information\\Education', 'Information\\Local & Regional ', 'Information\\Law & Politics', 'Information\\Companies & Industries']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
411,larryboy,Living\Family & Kids,Entertainment\Games & Toys,Entertainment\Movies,Entertainment\Humor & Fun,Information\Education,1,False,8,8.0,1,0,0,5,"['Living\\Family & Kids', 'Entertainment\\Games & Toys', 'Entertainment\\Movies', 'Entertainment\\Humor & Fun', 'Information\\Education']","['Entertainment', 'Information', 'Living']",Living, 'Information',['Entertainment',,"[False, True, True, True, False, False, False]","['FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
412,laryngitis,Living\Health & Fitness,Information\Science & Technology,,,,1,False,10,10.0,1,0,0,2,"['Living\\Health & Fitness', 'Information\\Science & Technology']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
413,latex halloween masks,Living\Fashion & Apparel,Entertainment\Humor & Fun,Living\Family & Kids,Information\Arts & Humanities,Shopping\Stores & Products,3,False,21,7.0,2,0,0,5,"['Living\\Fashion & Apparel', 'Entertainment\\Humor & Fun', 'Living\\Family & Kids', 'Information\\Arts & Humanities', 'Shopping\\Stores & Products']","['Entertainment', 'Information', 'Living', 'Shopping']",Shopping, 'Living', 'Information',['Entertainment',"[False, True, True, True, False, True, False]","['FALSE', 'TRUE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
414,lawn tractor review,Shopping\Buying Guides & Researching,Living\Landscaping & Gardening,Information\Companies & Industries,,,3,False,19,6.333333333333332,3,0,0,3,"['Shopping\\Buying Guides & Researching', 'Living\\Landscaping & Gardening', 'Information\\Companies & Industries']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
415,lawncare,Living\Landscaping & Gardening,Information\Other,Shopping\Stores & Products,,,1,False,8,8.0,1,0,0,3,"['Living\\Landscaping & Gardening', 'Information\\Other', 'Shopping\\Stores & Products']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
416,laying ceramic tile,Living\Furnishing & Houseware,Information\Other,,,,3,False,19,6.333333333333332,1,0,0,2,"['Living\\Furnishing & Houseware', 'Information\\Other']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
417,lcd tv,Entertainment\TV,Shopping\Buying Guides & Researching,Shopping\Stores & Products,,,2,False,6,3.0,1,0,0,3,"['Entertainment\\TV', 'Shopping\\Buying Guides & Researching', 'Shopping\\Stores & Products']","['Entertainment', 'Shopping']",Shopping,['Entertainment',,,"[False, True, False, False, False, True, False]","['FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'TRUE', 'FALSE']",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
418,learn to speak japanese,Information\Arts & Humanities,Information\Education,,,,4,False,23,5.75,1,1,0,2,"['Information\\Arts & Humanities', 'Information\\Education']",['Information'],Information,,,,"[False, False, True, False, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
419,learning carter style guitar,Entertainment\Music,Information\Arts & Humanities,Information\Education,,,4,False,28,7.0,3,0,0,3,"['Entertainment\\Music', 'Information\\Arts & Humanities', 'Information\\Education']","['Entertainment', 'Information']",Information,['Entertainment',,,"[False, True, True, False, False, False, False]","['FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
420,lee corso,Entertainment\Celebrities,Sports\American Football,,,,2,False,9,4.5,2,0,0,2,"['Entertainment\\Celebrities', 'Sports\\American Football']","['Entertainment', 'Sports']",Sports,['Entertainment',,,"[False, True, False, False, False, False, True]","['FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE', 'TRUE']",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
421,library pictures,Entertainment\Pictures & Photos,Information\References & Libraries,Information\Education,,,2,False,16,8.0,0,0,0,3,"['Entertainment\\Pictures & Photos', 'Information\\References & Libraries', 'Information\\Education']","['Entertainment', 'Information']",Information,['Entertainment',,,"[False, True, True, False, False, False, False]","['FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
422,lifespan of bulls,Information\Science & Technology,Living\Pets & Animals,,,,3,False,17,5.666666666666668,1,0,1,2,"['Information\\Science & Technology', 'Living\\Pets & Animals']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
423,limbitrol,Living\Health & Fitness,Information\Science & Technology,Shopping\Stores & Products,Shopping\Buying Guides & Researching,,1,False,9,9.0,1,0,0,4,"['Living\\Health & Fitness', 'Information\\Science & Technology', 'Shopping\\Stores & Products', 'Shopping\\Buying Guides & Researching']","['Information', 'Living', 'Shopping']",Shopping, 'Living',['Information',,"[False, False, True, True, False, True, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'TRUE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
424,lindenhurst; long island; new york,Information\Local & Regional ,,,,,5,False,34,6.8,2,0,0,1,['Information\\Local & Regional '],['Information'],Information,,,,"[False, False, True, False, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
425,list of state capitols,Information\Law & Politics,Information\Arts & Humanities,Information\Local & Regional ,Information\References & Libraries,,4,False,22,5.5,2,0,1,4,"['Information\\Law & Politics', 'Information\\Arts & Humanities', 'Information\\Local & Regional ', 'Information\\References & Libraries']",['Information'],Information,,,,"[False, False, True, False, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
426,little giants,Entertainment\Movies,Sports\American Football,Information\Arts & Humanities,,,2,False,13,6.5,0,0,0,3,"['Entertainment\\Movies', 'Sports\\American Football', 'Information\\Arts & Humanities']","['Entertainment', 'Information', 'Sports']",Sports, 'Information',['Entertainment',,"[False, True, True, False, False, False, True]","['FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE', 'TRUE']",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
427,little rock newspapers,Information\References & Libraries,Information\Local & Regional ,Living\Book & Magazine,,,3,False,22,7.333333333333332,1,0,0,3,"['Information\\References & Libraries', 'Information\\Local & Regional ', 'Living\\Book & Magazine']","['Information', 'Living']",Living,['Information',,,"[False, False, True, True, False, False, False]","['FALSE', 'FALSE', 'TRUE', 'TRUE', 'FALSE', 'FALSE', 'FALSE']",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
